time_s,locked_position_m,locked_speed_mps,locked_slip,abs_position_m,abs_speed_mps,abs_slip,abs_estimated_mu
3.280000,80.123416,21.887551,0.939705,66.385778,13.835830,0.170812,0.220149
3.300000,80.560986,21.869422,0.939719,66.662073,13.793657,0.170810,0.220122
3.320000,80.998193,21.851293,0.939733,66.937524,13.751485,0.170808,0.220100
3.340000,81.435038,21.833165,0.939746,67.212132,13.709313,0.170807,0.220082
3.360000,81.871520,21.815036,0.939758,67.485897,13.667142,0.170805,0.220067
3.380000,82.307639,21.796907,0.939769,67.758818,13.624970,0.170804,0.220055
3.400000,82.743396,21.778778,0.939781,68.030895,13.582798,0.170804,0.220045
3.420000,83.178790,21.760649,0.939791,68.302130,13.540627,0.170803,0.220037
3.440000,83.613822,21.742520,0.939801,68.572520,13.498455,0.170802,0.220030
3.460000,84.048491,21.724391,0.939811,68.842068,13.456284,0.170802,0.220025
3.480000,84.482797,21.706262,0.939820,69.110772,13.414112,0.170802,0.220020
3.500000,84.916741,21.688133,0.939828,69.378632,13.371941,0.170801,0.220017
3.520000,85.350323,21.670005,0.939837,69.645649,13.329770,0.170801,0.220014
3.540000,85.783542,21.651876,0.939844,69.911823,13.287598,0.170801,0.220011
3.560000,86.216398,21.633747,0.939852,70.177153,13.245427,0.170801,0.220009
3.580000,86.648891,21.615618,0.939859,70.441640,13.203256,0.170801,0.220008
3.600000,87.081023,21.597489,0.939866,70.705284,13.161084,0.170800,0.220006
3.620000,87.512791,21.579360,0.939872,70.968084,13.118913,0.170800,0.220005
3.640000,87.944197,21.561231,0.939878,71.230040,13.076742,0.170800,0.220004
3.660000,88.375240,21.543102,0.939884,71.491153,13.034571,0.170800,0.220003
3.680000,88.805921,21.524974,0.939890,71.751423,12.992399,0.170800,0.220003
3.700000,89.236239,21.506845,0.939895,72.010849,12.950228,0.170800,0.220002
3.720000,89.666195,21.488716,0.939900,72.269432,12.908057,0.170800,0.220002
3.740000,90.095788,21.470587,0.939905,72.527172,12.865886,0.170800,0.220002
3.760000,90.525018,21.452458,0.939909,72.784068,12.823714,0.170800,0.220001
3.780000,90.953886,21.434329,0.939914,73.040120,12.781543,0.170800,0.220001
3.800000,91.382391,21.416200,0.939918,73.295329,12.739372,0.170800,0.220001
3.820000,91.810534,21.398071,0.939922,73.549695,12.697201,0.170800,0.220001
3.840000,92.238314,21.379943,0.939926,73.803217,12.655030,0.170800,0.220001
3.860000,92.665732,21.361814,0.939929,74.055896,12.612858,0.170800,0.220000
3.880000,93.092787,21.343685,0.939933,74.307732,12.570687,0.170800,0.220000
3.900000,93.519479,21.325556,0.939936,74.558724,12.528516,0.170800,0.220000
3.920000,93.945809,21.307427,0.939939,74.808872,12.486345,0.170800,0.220000
3.940000,94.371776,21.289298,0.939942,75.058177,12.444173,0.170800,0.220000
3.960000,94.797381,21.271169,0.939945,75.306639,12.402002,0.170800,0.220000
3.980000,95.222623,21.253040,0.939947,75.554258,12.359831,0.170800,0.220000
4.000000,95.647503,21.234911,0.939950,75.801032,12.317660,0.170800,0.220000
4.020000,96.072020,21.216783,0.939952,76.046964,12.275488,0.170800,0.220000
4.040000,96.496174,21.198654,0.939955,76.292052,12.233317,0.170800,0.220000
4.060000,96.919966,21.180525,0.939957,76.536297,12.191146,0.170800,0.220000
4.080000,97.343395,21.162396,0.939959,76.779698,12.148975,0.170800,0.220000
4.100000,97.766462,21.144267,0.939961,77.022256,12.106804,0.170800,0.220000
4.120000,98.189166,21.126138,0.939963,77.263970,12.064632,0.170800,0.220000
4.140000,98.611507,21.108009,0.939964,77.504841,12.022461,0.170800,0.220000
4.160000,99.033486,21.089880,0.939966,77.744868,11.980290,0.170800,0.220000
4.180000,99.455102,21.071752,0.939968,77.984052,11.938119,0.170800,0.220000
4.200000,99.876356,21.053623,0.939969,78.222393,11.895947,0.170800,0.220000
4.220000,100.297247,21.035494,0.939971,78.459890,11.853776,0.170800,0.220000
4.240000,100.717776,21.017365,0.939972,78.696544,11.811605,0.170800,0.220000
4.260000,101.137942,20.999236,0.939974,78.932355,11.769434,0.170800,0.220000
4.280000,101.557745,20.981107,0.939975,79.167322,11.727262,0.170800,0.220000
4.300000,101.977186,20.962978,0.939976,79.401445,11.685091,0.170800,0.220000
4.320000,102.396264,20.944849,0.939977,79.634725,11.642920,0.170800,0.220000
4.340000,102.814980,20.926721,0.939978,79.867162,11.600749,0.170800,0.220000
4.360000,103.233333,20.908592,0.939979,80.098755,11.558578,0.170800,0.220000
4.380000,103.651324,20.890463,0.939980,80.329505,11.516406,0.170800,0.220000
4.400000,104.068952,20.872334,0.939981,80.559411,11.474235,0.170800,0.220000
4.420000,104.486217,20.854205,0.939982,80.788474,11.432064,0.170800,0.220000
4.440000,104.903120,20.836076,0.939983,81.016694,11.389893,0.170800,0.220000
4.460000,105.319660,20.817947,0.939984,81.244070,11.347721,0.170800,0.220000
4.480000,105.735838,20.799818,0.939985,81.470603,11.305550,0.170800,0.220000
4.500000,106.151653,20.781689,0.939985,81.696292,11.263379,0.170800,0.220000
4.520000,106.567105,20.763561,0.939986,81.921138,11.221208,0.170800,0.220000
4.540000,106.982195,20.745432,0.939987,82.145140,11.179037,0.170800,0.220000
4.560000,107.396923,20.727303,0.939987,82.368299,11.136865,0.170800,0.220000
4.580000,107.811287,20.709174,0.939988,82.590615,11.094694,0.170800,0.220000
4.600000,108.225290,20.691045,0.939989,82.812087,11.052523,0.170800,0.220000
4.620000,108.638929,20.672916,0.939989,83.032716,11.010352,0.170800,0.220000
4.640000,109.052206,20.654787,0.939990,83.252501,10.968180,0.170800,0.220000
4.660000,109.465121,20.636658,0.939990,83.471443,10.926009,0.170800,0.220000
4.680000,109.877673,20.618530,0.939991,83.689542,10.883838,0.170800,0.220000
4.700000,110.289862,20.600401,0.939991,83.906797,10.841667,0.170800,0.220000
4.720000,110.701277,20.541070,0.939991,84.123208,10.799495,0.170800,0.220000
4.740000,111.111505,20.481739,0.939992,84.338776,10.757324,0.170800,0.220000
4.760000,111.520546,20.422408,0.939992,84.553501,10.715153,0.170800,0.220000
4.780000,111.928401,20.363077,0.939993,84.767383,10.672982,0.170800,0.220000
4.800000,112.335069,20.303746,0.939993,84.980421,10.630811,0.170800,0.220000
4.820000,112.740551,20.244415,0.939993,85.192615,10.588639,0.170800,0.220000
4.840000,113.144846,20.185085,0.939994,85.403966,10.546468,0.170800,0.220000
4.860000,113.547954,20.125754,0.939994,85.614474,10.504297,0.170800,0.220000
4.880000,113.949876,20.066423,0.939994,85.824138,10.462126,0.170800,0.220000
4.900000,114.350611,20.007092,0.939995,86.032959,10.419954,0.170800,0.220000
4.920000,114.750160,19.947761,0.939995,86.240936,10.377783,0.170800,0.220000
4.940000,115.148522,19.888430,0.939995,86.448070,10.335612,0.170800,0.220000
4.960000,115.545697,19.829099,0.939995,86.654361,10.293441,0.170800,0.220000
4.980000,115.941686,19.769768,0.939995,86.859808,10.251269,0.170800,0.220000
5.000000,116.336488,19.710437,0.939996,87.064411,10.209098,0.170800,0.220000
5.020000,116.730103,19.651107,0.939996,87.268172,10.166927,0.170800,0.220000
5.040000,117.122532,19.591776,0.939996,87.471088,10.124756,0.170800,0.220000
5.060000,117.513774,19.532445,0.939996,87.673162,10.082585,0.170800,0.220000
5.080000,117.903830,19.473114,0.939996,87.874392,10.040413,0.170800,0.220000
5.100000,118.292699,19.413783,0.939997,88.074778,9.998242,0.170800,0.220000
5.120000,118.680381,19.354452,0.939997,88.274322,9.956071,0.170800,0.220000
5.140000,119.066877,19.295121,0.939997,88.473021,9.913900,0.170800,0.220000
5.160000,119.452186,19.235790,0.939997,88.670878,9.871728,0.170800,0.220000
5.180000,119.836308,19.176460,0.939997,88.867890,9.829557,0.170800,0.220000
5.200000,120.219244,19.117129,0.939997,89.064060,9.787386,0.170800,0.220000
5.220000,120.600994,19.057798,0.939998,89.259386,9.745215,0.170800,0.220000
5.240000,120.981556,18.998467,0.939998,89.453868,9.703044,0.170800,0.220000
5.260000,121.360932,18.939136,0.939998,89.647508,9.660872,0.170800,0.220000
5.280000,121.739122,18.879805,0.939998,89.840303,9.618701,0.170800,0.220000
5.300000,122.116124,18.820474,0.939998,90.032256,9.576530,0.170800,0.220000
5.320000,122.491941,18.761143,0.939998,90.223365,9.534359,0.170800,0.220000
5.340000,122.866570,18.701813,0.939998,90.413630,9.492187,0.170800,0.220000
5.360000,123.240013,18.642482,0.939998,90.603052,9.450016,0.170800,0.220000
5.380000,123.612269,18.583151,0.939998,90.791631,9.407845,0.170800,0.220000
5.400000,123.983339,18.523820,0.939998,90.979366,9.365674,0.170800,0.220000
5.420000,124.353222,18.464489,0.939998,91.166258,9.323502,0.170800,0.220000
5.440000,124.721919,18.405158,0.939999,91.352306,9.281331,0.170800,0.220000
5.460000,125.089429,18.345827,0.939999,91.537511,9.239160,0.170800,0.220000
5.480000,125.455752,18.286496,0.939999,91.721872,9.196989,0.170800,0.220000
5.500000,125.820888,18.227165,0.939999,91.905390,9.154818,0.170800,0.220000
5.520000,126.184838,18.167835,0.939999,92.088065,9.112646,0.170800,0.220000
5.540000,126.547602,18.108504,0.939999,92.269896,9.070475,0.170800,0.220000
5.560000,126.909179,18.049173,0.939999,92.450884,9.028304,0.170800,0.220000
5.580000,127.269569,17.989842,0.939999,92.631028,8.986133,0.170800,0.220000
5.600000,127.628772,17.930511,0.939999,92.810329,8.943961,0.170800,0.220000
5.620000,127.986789,17.871180,0.939999,92.988787,8.901790,0.170800,0.220000
5.640000,128.343619,17.811849,0.939999,93.166401,8.859619,0.170800,0.220000
5.660000,128.699263,17.752518,0.939999,93.343172,8.817448,0.170800,0.220000
5.680000,129.053720,17.693188,0.939999,93.519099,8.775277,0.170800,0.220000
5.700000,129.406991,17.633857,0.939999,93.694183,8.733105,0.170800,0.220000
5.720000,129.759074,17.574526,0.939999,93.868423,8.690934,0.170800,0.220000
5.740000,130.109972,17.515195,0.939999,94.041820,8.648763,0.170800,0.220000
5.760000,130.459682,17.455864,0.939999,94.214374,8.606592,0.170800,0.220000
5.780000,130.808206,17.396533,0.939999,94.386084,8.564420,0.170800,0.220000
5.800000,131.155544,17.337202,0.939999,94.556950,8.522249,0.170800,0.220000
5.820000,131.501694,17.277871,0.939999,94.726974,8.480078,0.170800,0.220000
5.840000,131.846658,17.218541,0.939999,94.896153,8.437907,0.170800,0.220000
5.860000,132.190436,17.159210,0.939999,95.064490,8.395735,0.170800,0.220000
5.880000,132.533027,17.099879,0.940000,95.231983,8.353564,0.170800,0.220000
5.900000,132.874431,17.040548,0.940000,95.398632,8.311393,0.170800,0.220000
5.920000,133.214649,16.981217,0.940000,95.564439,8.269222,0.170800,0.220000
5.940000,133.553680,16.921886,0.940000,95.729401,8.227051,0.170800,0.220000
5.960000,133.891524,16.862555,0.940000,95.893521,8.184879,0.170800,0.220000
5.980000,134.228182,16.803224,0.940000,96.056797,8.142708,0.170800,0.220000
6.000000,134.563653,16.743893,0.940000,96.219229,8.100537,0.170800,0.220000
6.020000,134.897938,16.684563,0.940000,96.380818,8.058366,0.170800,0.220000
6.040000,135.231036,16.625232,0.940000,96.541564,8.016194,0.170800,0.220000
6.060000,135.562947,16.565901,0.940000,96.701466,7.974023,0.170800,0.220000
6.080000,135.893672,16.506570,0.940000,96.860525,7.931852,0.170800,0.220000
6.100000,136.223210,16.447239,0.940000,97.018740,7.889681,0.170800,0.220000
6.120000,136.551561,16.387908,0.940000,97.176112,7.847509,0.170800,0.220000
6.140000,136.878726,16.328577,0.940000,97.332640,7.805338,0.170800,0.220000
6.160000,137.204704,16.269246,0.940000,97.488325,7.763167,0.170800,0.220000
6.180000,137.529496,16.209916,0.940000,97.643167,7.720996,0.170800,0.220000
6.200000,137.853101,16.150585,0.940000,97.797165,7.678825,0.170800,0.220000
6.220000,138.175519,16.091254,0.940000,97.950320,7.636653,0.170800,0.220000
6.240000,138.496751,16.031923,0.940000,98.102631,7.594482,0.170800,0.220000
6.260000,138.816796,15.972592,0.940000,98.254099,7.552311,0.170800,0.220000
6.280000,139.135655,15.913261,0.940000,98.404724,7.510140,0.170800,0.220000
6.300000,139.453327,15.853930,0.940000,98.554505,7.467968,0.170800,0.220000
6.320000,139.769812,15.794599,0.940000,98.703442,7.425797,0.170800,0.220000
6.340000,140.085111,15.735269,0.940000,98.851537,7.383626,0.170800,0.220000
6.360000,140.399223,15.675938,0.940000,98.998787,7.341455,0.170800,0.220000
6.380000,140.712148,15.616607,0.940000,99.145195,7.299284,0.170800,0.220000
6.400000,141.023887,15.557276,0.940000,99.290759,7.257112,0.170800,0.220000
6.420000,141.334439,15.497945,0.940000,99.435479,7.214941,0.170800,0.220000
6.440000,141.643805,15.438614,0.940000,99.579356,7.172770,0.170800,0.220000
6.460000,141.951984,15.379283,0.940000,99.722390,7.130599,0.170800,0.220000
6.480000,142.258976,15.319952,0.940000,99.864580,7.088427,0.170800,0.220000
6.500000,142.564782,15.260621,0.940000,100.005927,7.046256,0.170800,0.220000
6.520000,142.869401,15.201291,0.940000,100.146431,7.004085,0.170800,0.220000
6.540000,143.172833,15.141960,0.940000,100.286091,6.961914,0.170800,0.220000
6.560000,143.475079,15.082629,0.940000,100.424907,6.919742,0.170800,0.220000
6.580000,143.776139,15.023298,0.940000,100.562880,6.877571,0.170800,0.220000
6.600000,144.076011,14.963967,0.940000,100.700010,6.835400,0.170800,0.220000
6.620000,144.374697,14.904636,0.940000,100.836296,6.793229,0.170800,0.220000
6.640000,144.672197,14.845305,0.940000,100.971739,6.751058,0.170800,0.220000
6.660000,144.968510,14.785974,0.940000,101.106339,6.708886,0.170800,0.220000
6.680000,145.263636,14.726644,0.940000,101.240095,6.666715,0.170800,0.220000
6.700000,145.557575,14.667313,0.940000,101.373007,6.624544,0.170800,0.220000
6.720000,145.850328,14.607982,0.940000,101.505076,6.582373,0.170800,0.220000
6.740000,146.141895,14.548651,0.940000,101.636302,6.540201,0.170800,0.220000
6.760000,146.432274,14.489320,0.940000,101.766684,6.498030,0.170800,0.220000
6.780000,146.721467,14.429989,0.940000,101.896223,6.455859,0.170800,0.220000
6.800000,147.009474,14.370658,0.940000,102.024919,6.413688,0.170800,0.220000
6.820000,147.296294,14.311327,0.940000,102.152771,6.371517,0.170800,0.220000
6.840000,147.581927,14.251997,0.940000,102.279779,6.329345,0.170800,0.220000
6.860000,147.866374,14.192666,0.940000,102.405945,6.287174,0.170800,0.220000
6.880000,148.149634,14.133335,0.940000,102.531266,6.245003,0.170800,0.220000
6.900000,148.431707,14.074004,0.940000,102.655745,6.202832,0.170800,0.220000
6.920000,148.712594,14.014673,0.940000,102.779380,6.160660,0.170800,0.220000
